slice,n,rmse,mae,resid_mean,resid_median,resid_std,resid_skew,resid_p5,resid_p25,resid_p75,resid_p95,resid_min,resid_max,frac_neg,frac_abs_gt1h,frac_abs_gt2h,frac_abs_gt6h,n_abs_gt1h,n_abs_gt2h,mean_y,mean_ms,med_y,med_ms,corr_y_ms,worst_1,worst_2,worst_3,worst_5,worst_10,worst_19,worst_39
janjul_lirf_unmatched,397,6032.69683773519,4228.75314861461,-3314.722921914358,-3963.0,5040.440763163048,1.9727490184317629,-10795.4,-5938.0,-1.0,310.79999999999933,-19501.0,28623.0,0.7531486146095718,0.6372795969773299,0.18387909319899245,0.010075566750629723,253,73,6272.493702770781,9587.21662468514,1447.0,6781.0,0.915765256966182,0.056704404251451734,0.11082780510922913,0.1615046976118357,0.22533925571589716,0.29456273093376667,0.38829897335831814,0.5339791023699965
