month,n,rmse,mae,resid_mean,resid_median,mean_y,mean_ms,med_y,med_ms
1,60,5703.844941499257,3514.8166666666666,-2217.2833333333333,-4.5,7445.933333333333,9663.216666666667,1316.0,6687.5
7,337,6089.383994318889,4355.863501483679,-3510.112759643917,-4079.0,6063.572700296736,9573.685459940652,1447.0,6783.0
