month,n,rmse,mae,resid_mean,resid_median,mean_y,mean_ms,med_y,med_ms
12,88,2786.1434163308313,1229.6363636363637,-1144.9772727272727,0.0,7705.613636363636,8850.59090909091,6034.5,6898.0
