slice,n,rmse,mae,resid_mean,resid_median,resid_std,resid_skew,resid_p5,resid_p25,resid_p75,resid_p95,resid_min,resid_max,frac_neg,frac_abs_gt1h,frac_abs_gt2h,frac_abs_gt6h,n_abs_gt1h,n_abs_gt2h,mean_y,mean_ms,med_y,med_ms,corr_y_ms,worst_1,worst_2,worst_3,worst_5,worst_10,worst_4,worst_8
dec_lirf_unmatched,88,2786.1434163308313,1229.6363636363637,-1144.9772727272727,0.0,2540.00436639421,-2.1305666722521104,-6342.65,-5.0,4.0,6.0,-12779.0,1503.0,0.4772727272727273,0.20454545454545456,0.03409090909090909,0.0,18,3,7705.613636363636,8850.59090909091,6034.5,6898.0,0.975830527907077,0.23905846816352588,0.3227918424633215,0.39984407481394474,0.5324917493472031,0.7579330121282718,0.473203212330122,0.680865004828253
