airport,hour,n,mean_y,mean_pred,mean_resid,median_resid,std_resid,mae,rmse,p95_abs,sse,sse_share
EHAM,16,2092,769.1080305927343,778.1051672103035,-8.997136617569305,-4.7107830495097005,166.13822137722423,114.11779337140999,166.3420062423624,328.72902686338585,57884935.0812158,0.002595793125851041
EDDF,19,2260,867.766814159292,872.4905232140505,-4.723709054758399,-13.642300961720025,159.465543916729,114.15818173873686,159.50022331981452,301.47325942235295,57495126.00029978,0.0025783125200385545
EDDM,13,1743,791.4452094090649,787.3382502552006,4.106959153864267,-15.102214897385068,180.8947045542298,125.42886360652801,180.88943406687886,331.48222740607923,57032680.96331326,0.002557574626035403
LFPG,3,643,1172.2721617418351,1171.416412089041,0.8557496527942934,-1.620292084922994,296.57131702671785,213.0775830783698,296.3418475425302,588.6236482299332,56467289.4589637,0.0025322201986987224
EHAM,19,2765,774.4444846292947,772.3908190458276,2.0536655834672732,3.3773053141608216,142.89437312664631,104.00288044231255,142.88329039854634,291.7624004088608,56449229.876693875,0.0025314103344491385
LEMD,8,1724,1036.1305104408352,1036.0855207743218,0.04498966651342413,-13.5023410853168,177.15225424224434,126.12451496482254,177.10087424010257,351.890007428961,54072776.68799327,0.002424840622615124
LSZH,13,948,723.0833333333334,716.5620753914196,6.521257941913684,-10.903236077183635,238.66445743242903,144.44225573618237,238.62767001243185,399.0304320663417,53982120.32099284,0.0024207752267751846
EDDM,6,1579,784.3020899303357,757.2950110615774,27.0070788687582,-4.160480388304222,181.8995893678502,126.18550488343296,183.83658022272,391.9713119403273,53363707.51198763,0.0023930431110476347
LEMD,16,1649,968.2813826561553,990.9693562853398,-22.68797362918454,-26.562787302256083,176.7163595757269,127.76821101311937,178.11366579752197,361.15174293934245,52313664.12937789,0.00234595494569685
LSZH,9,1379,826.3437273386512,806.9055306958912,19.438196642759916,-5.637412361036354,192.46142757704527,140.61982530251,193.371103151886,375.9349323688561,51564096.893630534,0.002312341338370761
LTFM,20,655,1020.0656488549619,1056.3819394622756,-36.3162906073136,-57.57790827116082,278.08827398185775,191.28443097432282,280.2389967622009,563.2343767438526,51439701.42561658,0.0023067629456455276
LFPG,2,697,1243.3041606886657,1208.6592983396472,34.64486234901849,20.222910789234902,268.1044918935833,183.7029027989763,270.1428461831827,506.05971855443335,50865078.66873364,0.002280994551845284
LTFM,3,1246,892.0842696629213,879.633417467062,12.450852195859321,-7.355600933013932,200.83585345422821,141.35943270194502,201.14097576544998,383.4898512150604,50410284.39631915,0.0022605997488736027
LSZH,6,1435,770.3317073170732,763.2572864546811,7.074420862392021,-3.280825624547674,186.31929448850246,128.94835820965224,186.38866750844574,351.23944034903815,49852955.26394859,0.002235606870698751
LSZH,8,1426,771.3260869565217,764.0479956440203,7.27809131250159,-12.443026756182746,182.89623179562392,136.1723035426973,182.97689545886553,372.47066610256985,47743256.131536335,0.0021409994828206096
EDDF,7,1895,774.2311345646438,780.6210190191605,-6.389884454516613,-17.106136172532047,156.78729277326767,106.34805674574169,156.8761091823515,288.89195843068535,46636165.333005875,0.00209135308206908
LSZH,14,944,682.0572033898305,695.5308045331794,-13.473601143348988,-28.68300978562604,217.6759412140755,123.65351417492421,217.9774292233944,311.3690957823716,44853366.71039288,0.002011405226847985
LSZH,19,1049,702.2078169685415,700.8326719083093,1.3751450602322006,-17.207212848023687,206.53663883757375,110.04915427530179,206.44275089876513,284.36046392276916,44706921.25918342,0.0020048380242584287
LFPG,4,530,1000.5830188679246,1031.5216734760832,-30.93865460815867,-26.67388022754926,288.72048838871024,178.79318205675594,290.10246233078914,594.6330802578062,44604502.484705076,0.0020002451547946215
LSZH,7,1150,753.2382608695652,741.5945419819936,11.643718887571579,-12.235972411497016,195.14419590591208,127.70817111662602,195.40654863285883,412.12885678033655,43911277.1358967,0.0019691581441142482
EDDM,15,1412,786.3533994334277,790.5833455938345,-4.229946160406551,-9.52211880091619,173.47643510157747,120.02237179784385,173.46657573386085,337.29304647748455,42488001.89032577,0.001905332762027124
LIRF,3,265,1154.132075471698,1197.9789625807225,-43.84688710902468,-35.739706883431836,391.34328044140443,248.81276022807523,393.05748914884265,889.2897990975293,40940960.29063803,0.0018359571992102937
LSZH,20,1110,794.2225225225225,776.4440151078858,17.778507414636856,-6.243630120114176,185.42633725022895,127.31409857709298,186.19351831475504,374.26691424392044,38481509.15129399,0.0017256655257045994
EHAM,5,1582,701.9589127686473,712.02351607075,-10.064603302102709,-8.514544992978017,155.2578798509847,106.38912358115869,155.53478211603166,336.0791178573682,38270270.28454845,0.0017161927259607402
LEMD,22,805,1079.1453416149068,1066.4984327474285,12.646908867478414,-2.41694325184244,217.40883426957552,143.9970631704279,217.64151545041338,403.7795002307209,38131102.544279784,0.001709951885178544
EDDM,17,1301,745.0676402767102,728.616168001479,16.45147227523126,2.396719013388406,169.9928511780722,111.7390461717987,170.7220213625212,297.7820532880073,37918957.16011479,0.001700438433550346
EDDM,19,1088,792.4347426470588,778.161774307554,14.272968339504779,-8.065201651707014,184.01935122245308,125.03642828893801,184.48770977190767,389.4303265650184,37030857.9818894,0.001660612497170234
LEMD,18,2030,936.5733990147784,960.4926831201254,-23.919284105347174,-28.9210762987351,132.92819069575083,101.43443229314474,135.03085442819955,267.02760350241164,37013663.24464752,0.0016598414160474745
LSZH,17,1331,745.5807663410969,741.0741347019442,4.50663163915272,-8.616821450446537,166.69032147140948,123.39568742081465,166.6886235497298,318.38408042358964,36981964.40102261,0.0016584199125031843
LEMD,19,1694,954.4451003541913,986.6449688390231,-32.19986848483191,-37.72552913912949,143.5219081322685,109.69693670868271,147.0483251881522,287.61697939306083,36629717.63944511,0.001642623752051017
EDDF,17,1037,852.3857280617165,843.6630277889868,8.722700272729673,-4.318400296844857,184.21776522187653,110.55635499053986,184.33541487248874,285.8613339702564,35236788.34773241,0.0015801592044938455
LTFM,2,403,989.8560794044665,998.6224160544824,-8.766336650016052,-47.92068427910908,295.5702441779138,209.20071628800116,295.33343752091895,552.7769216899885,35150401.245122775,0.0015762852596271605
LTFM,1,549,953.2003642987249,938.3578640716297,14.842500227095217,-1.3219770831423148,250.58497748740274,183.93819550599994,250.79624003184443,509.14735279563587,34531415.953746684,0.0015485274714893212
EDDF,6,1524,776.2257217847769,782.4866918843446,-6.260970099567726,-16.605658559368266,150.05632334628532,98.63408231076623,150.137686987347,260.04694358566553,34352979.38215973,0.001540525658491242
EHAM,17,1314,804.79299847793,813.3224260545534,-8.52942757662329,-3.2721085058274753,161.1826930566563,110.63883657994792,161.34695563417554,332.2732930216491,34207151.881435424,0.0015339861672849535
LEBL,4,912,823.3925438596491,835.9510094470558,-12.558465587406596,-27.474128031451812,190.15488662595067,136.78811182653632,190.46508359777147,389.2100753409754,33084576.639754336,0.0014836453818713072
EHAM,18,1569,765.7431485022307,758.4133189012216,7.329829601009135,3.0479732962379558,144.88803055746166,100.41269800703982,145.02719825365622,300.8773465069741,33000601.63805603,0.0014798796053036051
LEMD,21,937,998.4557097118463,1025.274710518067,-26.819000806220615,-39.447285846069235,184.51417300155956,130.28661679885266,186.3555856033174,364.5480917547865,32540514.81556537,0.0014592474631160005
EHAM,21,866,867.4480369515012,862.1089903593564,5.3390465921447685,-9.89422049612216,193.07826856712163,130.93342585497817,193.04060613194017,437.86782673827764,32271209.083271414,0.0014471707117529712
LTFM,21,631,899.0079239302694,911.6759580799065,-12.668034149637078,-32.94860227983304,224.44613996062546,162.63137985687044,224.62571878496584,455.86354811774544,31838186.243527077,0.0014277522273205754
LEBL,22,370,986.9108108108109,1040.0214063206738,-53.11059550986301,-57.30082899014849,285.1105569491691,198.28806279177158,289.63609523288653,539.6546217976564,31038955.03484888,0.001391911487851115
LEMD,20,1346,972.3038632986627,995.6860862490838,-23.382222950421077,-38.25972094669993,150.05855711687806,114.40417424890069,151.81426041072362,319.36138310259946,31022028.76781803,0.001391152446011587
LEMD,17,1328,962.1792168674699,983.2449762219344,-21.06575935446455,-27.107940153330276,150.41667278869625,109.35773327758672,151.82853697606876,310.4098880740949,30612929.362309735,0.0013728067845174827
EDDM,5,816,799.2254901960785,777.5655770423552,21.659913153723178,4.139383793525724,176.01592497842302,115.01759581082834,177.23653694882898,335.0026464479905,25632836.66416471,0.0011494794131762503
LSZH,22,112,1255.794642857143,1217.9674782586535,37.827164598489375,-13.370510243652518,478.56606795137435,242.077977270121,477.9241628191731,462.6191921419997,25582088.60551764,0.0011472036662724743
LEMD,23,587,1010.2964224872231,1023.5230460736656,-13.226623586442336,-34.402340573026095,206.31964595614437,147.91613561753798,206.56771852931988,395.9104101528,25047420.512645684,0.0011232270001823833
EDDM,22,133,1399.8496240601503,1295.9629261397877,103.88669792036288,72.97337044278993,409.41463779359606,284.95801674959563,420.89486608152396,876.1342285246479,23561280.943073273,0.0010565825291582954
LSZH,5,1172,703.8319112627986,714.7215385216973,-10.889627258898729,-18.737010359362557,141.18842233001772,108.8986189720755,141.54768067294785,278.37095217742433,23481894.199360035,0.0010530225085186352
EDDM,16,948,719.6677215189874,719.4657984998665,0.20192301912081823,-6.486203721832737,156.35939521169794,111.56873930178293,156.2770358676518,315.25079974379395,23152541.3187212,0.0010382530016971798
LSZH,18,769,690.9427828348505,684.0146706181733,6.928112216677023,-12.881234332081021,171.01590868339284,109.88600821711,171.0450466363435,296.97480724089326,22498177.73571944,0.001008908708779169
LEMD,0,156,1049.378205128205,1006.2286833832995,43.149521744905705,-2.6853243176356045,368.5698427467849,186.39373334726326,369.9119044782166,382.1695273609628,21346231.463653393,0.0009572508083222827
EDDF,5,1342,720.3830104321908,732.2670362189615,-11.884025786770666,-22.859380378230753,125.07214578913462,95.32803795616088,125.58907280213631,247.51448616125882,21166849.608196996,0.0009492066049964467
LFPG,23,225,1232.4488888888889,1232.2133381911815,0.23555069770748457,-10.414902949608859,303.0885939049126,205.1527612561575,302.41440539694383,504.079435760609,20577256.33310709,0.0009227668729939999
LFPG,0,132,1083.560606060606,1140.1460355422394,-56.58542948163339,-19.605136361661152,367.7101842638334,260.03149565229353,370.6593670110045,837.2041078579147,18135264.358595807,0.0008132581386069618
EGLL,5,536,1015.6212686567164,1051.638117455211,-36.01684879849444,-38.10457685766937,173.8873470344216,134.96433030140167,177.41930813216948,323.3469530965071,16871999.441380367,0.0007566082627172201
LSZH,21,385,799.0909090909091,804.1973205609038,-5.106411469994797,-31.698189690998106,204.08730157532935,135.17953416836227,203.88603694004266,357.2731139876543,16004263.682759829,0.0007176955039118073
LEMD,4,631,910.3438985736925,915.7684715829268,-5.424573009234387,-10.659473628718729,149.18742393560152,105.40289707010824,149.16782846184728,279.3582888823607,14040406.901302572,0.0006296282731839808
EHAM,4,470,711.9872340425532,723.8928543279746,-11.90562028542141,5.908421913017548,151.69885186625197,104.96964380078829,152.00435058684732,322.10256613744343,10859501.62074472,0.0004869836964962751
EDDM,4,739,739.5358592692828,746.5695692276606,-7.0337099583777425,-10.005790551958171,120.73203307232959,95.64786204819356,120.85517213349306,242.10332609208368,10793813.7746166,0.00048403798947955134
EDDF,3,427,883.1288056206089,891.8633320574339,-8.734526436824979,-17.66247298664166,154.39913976633753,114.57145678129916,154.46539111355332,305.9784209282161,10188030.861145502,0.0004568722490267029
LSZH,4,504,702.5138888888889,707.1654213348554,-4.651532445966526,-21.229722135234624,128.2634554298874,94.97729590359356,128.22054772951097,248.39601230433445,8286016.465468122,0.000371578279418862
EHAM,22,156,963.1666666666666,941.5182769801755,21.64838968649099,7.524964902212332,211.75433648216114,135.0415647635774,212.18180069199312,436.43694839186696,7023294.1810038835,0.0003149527373624996
EDDF,4,493,737.8904665314402,751.710059226833,-13.819592695392812,-17.182612129440088,113.02264904699005,83.21849107495751,113.75055757040673,232.50038029299193,6379020.3483561585,0.0002860609094005921
LEBL,23,99,922.4747474747475,1029.3095608073118,-106.83481333256434,-113.18799280737278,198.5206860488442,179.74332435797314,224.5574640184276,420.72033324188146,4992179.409992352,0.00022386938807638848
EHAM,3,302,724.3874172185431,715.9220519324326,8.46536528611053,13.719501509076906,127.78040856060949,95.65208994168928,127.84924540168758,264.18525733318796,4936319.724033842,0.00022136441526057974
LFPG,1,162,995.104938271605,1004.4981877101081,-9.39324943850329,-5.663004629249315,168.05702746186242,117.72227462989426,167.80064687853218,368.3878741784854,4561443.249042325,0.00020455344751118287
LEBL,3,167,658.9640718562874,681.3801811998495,-22.41610934356208,-11.489475909479552,144.62353456389087,107.92605295683195,145.92190856062948,315.12875815981965,3555964.967462111,0.00015946376039558982
LEMD,2,86,901.7209302325581,981.6906175359684,-79.96968730341018,-92.787079428173,149.9160042955762,132.39356167477652,169.14084146241203,315.3912106460652,2460341.685552701,0.00011033160917675376
LEMD,3,82,923.609756097561,958.9730175997418,-35.363261502180656,-16.877927115426644,125.90885739912622,98.17113989203888,130.03949736520983,298.1826326224125,1386642.211749706,6.218260962415454e-05
