dis_q,n,mean_y,mean_pred,mean_aobt_eobt,mean_dis,frac_gt30,frac_gt60,resid_mean,resid_rmse,y_rmse,sse,sse_share
Q1,42353,982.763251717706,1010.4415757585084,-67.6237338559252,-160.94021608114886,0.023658300474582675,0.0009444431327178712,-27.678324040802412,213.17690749021338,213.17690749021338,1924706414.2999651,0.08631157092102447
Q2,42200,958.6195023696682,975.7514641026113,170.66308056872037,110.93110282870148,0.02758293838862559,0.0007819905213270142,-17.13196173294307,195.6838315667533,195.6838315667533,1615929233.7264392,0.07246476118326034
Q3,42247,951.4618079390252,963.3116383360511,268.4715127701375,231.92875637362496,0.02928018557530712,0.0009468127914408124,-11.84983039702603,248.3540417545534,248.3540417545534,2605783555.668331,0.1168538071567181
Q4,42307,944.1160800813104,954.2750741796297,344.1052071761174,333.64314808777374,0.029593211525279505,0.001110927269718959,-10.158994098319093,217.9896680900034,217.9896680900034,2010407291.6335285,0.09015474268842373
Q5,42208,954.7200293783169,959.5782362683482,427.67563021228204,435.1399444703395,0.031178923426838513,0.0013741470811220622,-4.858206890031393,227.31898517298728,227.31898517298728,2181052858.415402,0.09780717571936422
Q6,42302,982.5780814145903,985.9951460157242,528.4498841662332,553.0845117039624,0.03803602666540589,0.0015602099191527588,-3.4170646011340096,233.73212570330014,233.73212570330014,2310988149.991805,0.10363399639742575
Q7,42260,1047.130312352106,1033.39957592052,653.3969238050165,712.7818600604107,0.05392806436346427,0.002721249408424042,13.730736431586013,273.6419452229345,273.6419452229345,3164425173.4746447,0.1419055424533257
Q8,42227,1219.368247803538,1159.7528073260064,993.2356785942643,1123.818277068205,0.12342813839486584,0.008785847917209369,59.615440477531486,388.58398122156075,388.58398122156075,6376171874.278801,0.28593317237508115
nan,942,1014.7430997876858,1029.4820899706897,289.8832271762208,,0.0732484076433121,0.005307855626326964,-14.738990183003983,341.80312743896144,341.80312743896144,110053274.00728574,0.004935231105376462
