frac_q,n,mean_y,mean_pred,mean_aobt_eobt,mean_dis,frac_gt30,frac_gt60,resid_mean,resid_rmse,y_rmse,sse,sse_share
Q1,42263,955.2680831933369,960.9046415498879,231.98246693325132,162.9055550206554,0.032770981709769775,0.0010884224972197904,-5.636558356550979,179.9103380156734,179.9103380156734,1367957361.3640344,0.06134470583933332
Q2,42263,896.4645671154437,912.3460527006703,265.3224569954807,206.28084407547905,0.011097177199914819,0.00023661358635212833,-15.881485585226422,174.99898308448718,174.99898308448718,1294289332.7785935,0.05804113536924843
Q3,42263,945.1186143908383,968.6365121183461,79.300901497764,32.72733374636859,0.022407306627546555,0.0017509405390057496,-23.517897727507638,251.8509646561495,251.8509646561495,2680695955.634524,0.12021318024058547
Q4,42263,984.0441757565719,996.3574372194615,309.08080353973924,296.74641616692327,0.03104370252939924,0.0008991316281380877,-12.313261462889407,206.22571075767502,206.22571075767502,1797404977.1688306,0.08060286286162491
Q5,42263,970.9204031895512,981.3450583141273,397.4009417220737,395.0666875867647,0.031848188722996475,0.0008281475522324492,-10.42465512457606,262.0207796540061,262.0207796540061,2901561572.5599546,0.1301176821519633
Q6,42263,1010.5979935167877,1012.8646702484277,482.6902254927478,503.60359248860306,0.04450701559283534,0.002153183635804368,-2.266676731639857,246.04382953594444,246.04382953594444,2558499154.0858045,0.11473338455598976
Q7,42263,1056.2423159737832,1049.2484685834072,601.2656697347562,666.2646101875235,0.055864467737737504,0.002815701677590327,6.993847390376014,267.3825548167387,267.3825548167387,3021526858.3068504,0.13549740769964905
Q8,42263,1221.9389773560797,1160.7285751107167,950.2275749473534,1075.4800379008466,0.12706149587109292,0.008447105032770982,61.21040224536272,394.2038394680208,394.2038394680208,6567529339.590323,0.2945144101762292
nan,942,1014.7430997876858,1029.4820899706897,289.8832271762208,,0.0732484076433121,0.005307855626326964,-14.738990183003983,341.80312743896144,341.80312743896144,110053274.00728574,0.004935231105376462
