airport,bin,state
EDDF,5836299,1
EDDF,5836300,1
EDDF,5836301,1
EDDF,5836302,1
EDDF,5836303,1
EDDF,5836304,1
EDDF,5836305,1
EDDF,5836306,1
EDDF,5836307,1
EDDF,5836308,1
EDDF,5836309,1
EDDF,5836310,1
EDDF,5836311,1
EDDF,5836312,1
EDDF,5836313,1
EDDF,5836314,1
EDDF,5836315,1
EDDF,5836316,1
EDDF,5836317,1
EDDF,5836318,1
EDDF,5836319,1
EDDF,5836320,1
EDDF,5836321,1
EDDF,5836322,1
EDDF,5836323,1
EDDF,5836324,1
EDDF,5836325,1
EDDF,5836326,1
EDDF,5836327,1
EDDF,5836328,1
EDDF,5836329,1
EDDF,5836330,1
EDDF,5836331,1
EDDF,5836332,1
EDDF,5836333,1
EDDF,5836334,1
EDDF,5836335,1
EDDF,5836336,1
EDDF,5836337,1
EDDF,5836338,1
EDDF,5836339,1
EDDF,5836340,1
EDDF,5836341,1
EDDF,5836342,1
EDDF,5836343,1
EDDF,5836344,1
EDDF,5836345,1
EDDF,5836346,1
EDDF,5836347,1
EDDF,5836348,1
EDDF,5836349,1
EDDF,5836350,1
EDDF,5836351,1
EDDF,5836352,1
EDDF,5836353,1
EDDF,5836354,1
EDDF,5836355,1
EDDF,5836356,1
EDDF,5836357,3
EDDF,5836358,3
EDDF,5836359,3
EDDF,5836360,3
EDDF,5836361,3
EDDF,5836362,3
EDDF,5836363,3
EDDF,5836364,3
EDDF,5836365,3
EDDF,5836366,3
EDDF,5836367,3
EDDF,5836368,3
EDDF,5836369,3
EDDF,5836370,3
EDDF,5836371,3
EDDF,5836372,3
EDDF,5836373,3
EDDF,5836374,3
EDDF,5836375,3
EDDF,5836376,3
EDDF,5836377,3
EDDF,5836378,3
EDDF,5836379,3
EDDF,5836380,3
EDDF,5836381,3
EDDF,5836382,3
EDDF,5836383,2
EDDF,5836384,2
EDDF,5836385,2
EDDF,5836386,2
EDDF,5836387,2
EDDF,5836388,2
EDDF,5836389,2
EDDF,5836390,2
EDDF,5836391,2
EDDF,5836392,2
EDDF,5836393,2
EDDF,5836394,2
EDDF,5836395,2
EDDF,5836396,2
EDDF,5836397,2
EDDF,5836398,2
EDDF,5836399,2
EDDF,5836400,2
EDDF,5836401,2
EDDF,5836402,2
EDDF,5836403,2
EDDF,5836404,2
EDDF,5836405,2
EDDF,5836406,2
EDDF,5836407,2
EDDF,5836408,2
EDDF,5836409,2
EDDF,5836410,2
EDDF,5836411,2
EDDF,5836412,2
EDDF,5836413,2
EDDF,5836414,2
EDDF,5836415,2
EDDF,5836416,2
EDDF,5836417,2
EDDF,5836418,2
EDDF,5836419,2
EDDF,5836420,2
EDDF,5836421,2
EDDF,5836422,2
EDDF,5836423,2
EDDF,5836424,2
EDDF,5836425,2
EDDF,5836426,2
EDDF,5836427,2
EDDF,5836428,2
EDDF,5836429,2
EDDF,5836430,2
EDDF,5836431,2
EDDF,5836432,2
EDDF,5836433,2
EDDF,5836434,2
EDDF,5836435,2
EDDF,5836436,2
EDDF,5836437,2
EDDF,5836438,2
EDDF,5836439,2
EDDF,5836440,2
EDDF,5836441,2
EDDF,5836442,2
EDDF,5836443,2
EDDF,5836444,2
EDDF,5836445,2
EDDF,5836446,2
EDDF,5836447,2
EDDF,5836448,2
EDDF,5836449,2
EDDF,5836450,2
EDDF,5836451,2
EDDF,5836452,2
EDDF,5836453,2
EDDF,5836454,2
EDDF,5836455,2
EDDF,5836456,2
EDDF,5836457,2
EDDF,5836458,2
EDDF,5836459,2
EDDF,5836460,2
EDDF,5836461,2
EDDF,5836462,2
EDDF,5836463,2
EDDF,5836464,2
EDDF,5836465,2
EDDF,5836466,2
EDDF,5836467,2
EDDF,5836468,2
EDDF,5836469,2
EDDF,5836470,2
EDDF,5836471,2
EDDF,5836472,2
EDDF,5836473,2
EDDF,5836474,2
EDDF,5836475,2
EDDF,5836476,2
EDDF,5836477,2
EDDF,5836478,2
EDDF,5836479,2
EDDF,5836480,2
EDDF,5836481,2
EDDF,5836482,2
EDDF,5836483,2
EDDF,5836484,2
EDDF,5836485,2
EDDF,5836486,2
EDDF,5836487,2
EDDF,5836488,2
EDDF,5836489,0
EDDF,5836490,0
EDDF,5836491,0
EDDF,5836492,0
EDDF,5836493,0
EDDF,5836494,0
EDDF,5836495,0
EDDF,5836496,0
EDDF,5836497,0
EDDF,5836498,0
EDDF,5836499,0
EDDF,5836500,0
EDDF,5836501,0
EDDF,5836502,0
EDDF,5836503,0
EDDF,5836504,0
EDDF,5836505,0
EDDF,5836506,0
EDDF,5836507,0
EDDF,5836508,0
EDDF,5836509,0
EDDF,5836510,0
EDDF,5836511,0
EDDF,5836512,0
EDDF,5836513,0
EDDF,5836514,0
EDDF,5836515,0
EDDF,5836516,0
EDDF,5836517,0
EDDF,5836518,0
EDDF,5836519,0
EDDF,5836520,0
EDDF,5836521,0
EDDF,5836522,0
EDDF,5836523,0
EDDF,5836524,0
EDDF,5836525,0
EDDF,5836526,0
EDDF,5836527,0
EDDF,5836528,0
EDDF,5836529,0
EDDF,5836530,0
EDDF,5836531,0
EDDF,5836532,0
EDDF,5836533,0
EDDF,5836534,0
EDDF,5836535,0
EDDF,5836536,0
EDDF,5836537,0
EDDF,5836538,0
EDDF,5836539,0
EDDF,5836540,0
EDDF,5836541,0
EDDF,5836542,0
EDDF,5836543,0
EDDF,5836544,0
EDDF,5836545,0
EDDF,5836546,0
EDDF,5836547,0
EDDF,5836548,0
EDDF,5836549,0
EDDF,5836550,0
EDDF,5836551,0
EDDF,5836552,0
EDDF,5836553,0
EDDF,5836554,0
EDDF,5836555,0
EDDF,5836556,0
EDDF,5836557,0
EDDF,5836558,0
EDDF,5836559,0
EDDF,5836560,0
EDDF,5836561,0
EDDF,5836562,0
EDDF,5836563,0
EDDF,5836564,0
EDDF,5836565,0
EDDF,5836566,0
EDDF,5836567,0
EDDF,5836568,0
EDDF,5836569,0
EDDF,5836570,0
EDDF,5836571,0
EDDF,5836572,0
EDDF,5836573,0
EDDF,5836574,0
EDDF,5836575,0
EDDF,5836576,0
EDDF,5836577,0
EDDF,5836578,0
EDDF,5836579,0
EDDF,5836580,3
EDDF,5836581,3
EDDF,5836582,3
EDDF,5836583,3
EDDF,5836584,1
EDDF,5836585,1
EDDF,5836586,1
EDDF,5836587,1
EDDF,5836588,1
EDDF,5836589,1
EDDF,5836590,1
EDDF,5836591,1
EDDF,5836592,1
EDDF,5836593,1
EDDF,5836594,1
EDDF,5836595,1
EDDF,5836596,1
EDDF,5836597,1
EDDF,5836598,1
EDDF,5836599,1
EDDF,5836600,1
EDDF,5836601,1
EDDF,5836602,1
EDDF,5836603,1
EDDF,5836604,1
EDDF,5836605,1
EDDF,5836606,1
EDDF,5836607,1
EDDF,5836608,1
EDDF,5836609,1
EDDF,5836610,1
EDDF,5836611,1
EDDF,5836612,1
EDDF,5836613,1
EDDF,5836614,1
EDDF,5836615,1
EDDF,5836616,1
EDDF,5836617,1
EDDF,5836618,1
EDDF,5836619,1
EDDF,5836620,1
EDDF,5836621,1
EDDF,5836622,1
EDDF,5836623,1
EDDF,5836624,1
EDDF,5836625,1
EDDF,5836626,1
EDDF,5836627,1
EDDF,5836628,1
EDDF,5836629,1
EDDF,5836630,1
EDDF,5836631,1
EDDF,5836632,1
EDDF,5836633,1
EDDF,5836634,1
EDDF,5836635,1
EDDF,5836636,1
EDDF,5836637,1
EDDF,5836638,1
EDDF,5836639,1
EDDF,5836640,1
EDDF,5836641,1
EDDF,5836642,1
EDDF,5836643,1
EDDF,5836644,1
EDDF,5836645,3
EDDF,5836646,3
EDDF,5836647,3
EDDF,5836648,3
EDDF,5836649,3
EDDF,5836650,3
EDDF,5836651,3
EDDF,5836652,3
EDDF,5836653,3
EDDF,5836654,3
EDDF,5836655,3
EDDF,5836656,3
EDDF,5836657,3
EDDF,5836658,3
EDDF,5836659,3
EDDF,5836660,3
EDDF,5836661,3
EDDF,5836662,3
EDDF,5836663,3
EDDF,5836664,3
EDDF,5836665,3
EDDF,5836666,3
EDDF,5836667,3
EDDF,5836668,3
EDDF,5836669,3
EDDF,5836670,3
EDDF,5836671,3
EDDF,5836672,2
EDDF,5836673,2
EDDF,5836674,2
EDDF,5836675,2
EDDF,5836676,2
EDDF,5836677,2
EDDF,5836678,2
EDDF,5836679,2
EDDF,5836680,2
EDDF,5836681,2
EDDF,5836682,2
EDDF,5836683,2
EDDF,5836684,2
EDDF,5836685,2
EDDF,5836686,2
EDDF,5836687,2
EDDF,5836688,2
EDDF,5836689,2
EDDF,5836690,2
EDDF,5836691,2
EDDF,5836692,2
EDDF,5836693,2
EDDF,5836694,2
EDDF,5836695,2
EDDF,5836696,2
EDDF,5836697,2
EDDF,5836698,2
EDDF,5836699,2
EDDF,5836700,2
EDDF,5836701,2
EDDF,5836702,2
EDDF,5836703,2
EDDF,5836704,2
EDDF,5836705,2
EDDF,5836706,2
EDDF,5836707,2
EDDF,5836708,2
EDDF,5836709,2
EDDF,5836710,2
EDDF,5836711,2
EDDF,5836712,2
EDDF,5836713,2
EDDF,5836714,2
EDDF,5836715,2
EDDF,5836716,2
EDDF,5836717,2
EDDF,5836718,2
EDDF,5836719,2
EDDF,5836720,2
EDDF,5836721,2
EDDF,5836722,2
EDDF,5836723,2
EDDF,5836724,2
EDDF,5836725,2
EDDF,5836726,2
EDDF,5836727,2
EDDF,5836728,2
EDDF,5836729,2
EDDF,5836730,2
EDDF,5836731,2
EDDF,5836732,2
EDDF,5836733,2
EDDF,5836734,2
EDDF,5836735,2
EDDF,5836736,2
EDDF,5836737,2
EDDF,5836738,2
EDDF,5836739,2
EDDF,5836740,2
EDDF,5836741,2
EDDF,5836742,2
EDDF,5836743,2
EDDF,5836744,2
EDDF,5836745,2
EDDF,5836746,2
EDDF,5836747,2
EDDF,5836748,2
EDDF,5836749,2
EDDF,5836750,2
EDDF,5836751,2
EDDF,5836752,2
EDDF,5836753,2
EDDF,5836754,2
EDDF,5836755,2
EDDF,5836756,2
EDDF,5836757,2
EDDF,5836758,2
EDDF,5836759,2
EDDF,5836760,2
EDDF,5836761,2
EDDF,5836762,2
EDDF,5836763,2
EDDF,5836764,2
EDDF,5836765,2
EDDF,5836766,2
EDDF,5836767,2
EDDF,5836768,2
EDDF,5836769,2
EDDF,5836770,2
EDDF,5836771,2
EDDF,5836772,2
EDDF,5836773,2
EDDF,5836774,2
EDDF,5836775,2
EDDF,5836776,2
EDDF,5836777,2
EDDF,5836778,2
EDDF,5836779,2
EDDF,5836780,0
EDDF,5836781,0
EDDF,5836782,0
EDDF,5836783,0
EDDF,5836784,0
EDDF,5836785,0
EDDF,5836786,0
EDDF,5836787,0
EDDF,5836788,0
EDDF,5836789,0
EDDF,5836790,0
EDDF,5836791,0
EDDF,5836792,0
EDDF,5836793,0
EDDF,5836794,0
EDDF,5836795,0
EDDF,5836796,0
EDDF,5836797,0
EDDF,5836798,0
EDDF,5836799,0
EDDF,5836800,0
EDDF,5836801,0
EDDF,5836802,0
EDDF,5836803,0
EDDF,5836804,0
EDDF,5836805,0
EDDF,5836806,0
EDDF,5836807,0
EDDF,5836808,0
EDDF,5836809,0
EDDF,5836810,0
EDDF,5836811,0
EDDF,5836812,0
EDDF,5836813,0
EDDF,5836814,0
EDDF,5836815,0
EDDF,5836816,0
EDDF,5836817,0
EDDF,5836818,0
EDDF,5836819,0
EDDF,5836820,0
EDDF,5836821,0
EDDF,5836822,0
EDDF,5836823,0
EDDF,5836824,0
EDDF,5836825,0
EDDF,5836826,0
EDDF,5836827,0
EDDF,5836828,0
EDDF,5836829,0
EDDF,5836830,0
EDDF,5836831,0
EDDF,5836832,0
EDDF,5836833,0
EDDF,5836834,0
EDDF,5836835,0
EDDF,5836836,0
EDDF,5836837,0
EDDF,5836838,0
EDDF,5836839,0
EDDF,5836840,0
EDDF,5836841,0
EDDF,5836842,0
EDDF,5836843,0
EDDF,5836844,0
EDDF,5836845,0
EDDF,5836846,0
EDDF,5836847,0
EDDF,5836848,0
EDDF,5836849,0
EDDF,5836850,0
EDDF,5836851,0
EDDF,5836852,0
EDDF,5836853,0
EDDF,5836854,0
EDDF,5836855,0
EDDF,5836856,0
EDDF,5836857,0
EDDF,5836858,0
EDDF,5836859,0
EDDF,5836860,0
EDDF,5836861,0
EDDF,5836862,0
EDDF,5836863,0
EDDF,5836864,0
EDDF,5836865,0
EDDF,5836866,0
EDDF,5836867,3
EDDF,5836868,3
EDDF,5836869,3
EDDF,5836870,3
EDDF,5836871,3
EDDF,5836872,1
EDDF,5836873,1
EDDF,5836874,1
EDDF,5836875,1
EDDF,5836876,1
EDDF,5836877,1
EDDF,5836878,1
EDDF,5836879,1
EDDF,5836880,1
EDDF,5836881,1
EDDF,5836882,1
EDDF,5836883,1
EDDF,5836884,1
EDDF,5836885,1
EDDF,5836886,1
EDDF,5836887,1
EDDF,5836888,1
EDDF,5836889,1
EDDF,5836890,1
EDDF,5836891,1
EDDF,5836892,1
EDDF,5836893,1
EDDF,5836894,1
EDDF,5836895,1
EDDF,5836896,1
EDDF,5836897,1
EDDF,5836898,1
EDDF,5836899,1
EDDF,5836900,1
EDDF,5836901,1
EDDF,5836902,1
EDDF,5836903,1
EDDF,5836904,1
EDDF,5836905,1
EDDF,5836906,1
EDDF,5836907,1
EDDF,5836908,1
EDDF,5836909,1
EDDF,5836910,1
EDDF,5836911,1
EDDF,5836912,1
EDDF,5836913,1
EDDF,5836914,1
EDDF,5836915,1
EDDF,5836916,1
EDDF,5836917,1
EDDF,5836918,1
EDDF,5836919,1
EDDF,5836920,1
EDDF,5836921,1
EDDF,5836922,1
EDDF,5836923,1
EDDF,5836924,1
EDDF,5836925,1
EDDF,5836926,1
EDDF,5836927,1
EDDF,5836928,1
EDDF,5836929,1
EDDF,5836930,1
EDDF,5836931,1
EDDF,5836932,1
EDDF,5836933,3
EDDF,5836934,3
EDDF,5836935,3
EDDF,5836936,3
EDDF,5836937,3
EDDF,5836938,3
EDDF,5836939,3
EDDF,5836940,3
EDDF,5836941,3
EDDF,5836942,3
EDDF,5836943,3
EDDF,5836944,3
EDDF,5836945,3
EDDF,5836946,3
EDDF,5836947,3
EDDF,5836948,3
EDDF,5836949,3
EDDF,5836950,3
EDDF,5836951,3
EDDF,5836952,3
EDDF,5836953,3
EDDF,5836954,3
EDDF,5836955,3
EDDF,5836956,3
EDDF,5836957,3
EDDF,5836958,3
EDDF,5836959,2
EDDF,5836960,2
EDDF,5836961,2
EDDF,5836962,2
EDDF,5836963,2
EDDF,5836964,2
EDDF,5836965,2
EDDF,5836966,2
EDDF,5836967,2
EDDF,5836968,2
EDDF,5836969,2
EDDF,5836970,2
EDDF,5836971,2
EDDF,5836972,2
EDDF,5836973,2
EDDF,5836974,2
EDDF,5836975,2
EDDF,5836976,2
EDDF,5836977,2
EDDF,5836978,2
EDDF,5836979,2
EDDF,5836980,2
EDDF,5836981,2
EDDF,5836982,2
EDDF,5836983,2
EDDF,5836984,2
EDDF,5836985,2
EDDF,5836986,2
EDDF,5836987,2
EDDF,5836988,2
EDDF,5836989,2
EDDF,5836990,2
EDDF,5836991,2
EDDF,5836992,2
EDDF,5836993,2
EDDF,5836994,2
EDDF,5836995,2
EDDF,5836996,2
EDDF,5836997,2
EDDF,5836998,2
EDDF,5836999,2
EDDF,5837000,2
EDDF,5837001,2
EDDF,5837002,2
EDDF,5837003,2
EDDF,5837004,2
EDDF,5837005,2
EDDF,5837006,2
EDDF,5837007,2
EDDF,5837008,2
EDDF,5837009,2
EDDF,5837010,2
EDDF,5837011,2
EDDF,5837012,2
EDDF,5837013,2
EDDF,5837014,2
EDDF,5837015,2
EDDF,5837016,2
EDDF,5837017,2
EDDF,5837018,2
EDDF,5837019,2
EDDF,5837020,2
EDDF,5837021,2
EDDF,5837022,2
EDDF,5837023,2
EDDF,5837024,2
EDDF,5837025,2
EDDF,5837026,2
EDDF,5837027,2
EDDF,5837028,2
EDDF,5837029,2
EDDF,5837030,2
EDDF,5837031,2
EDDF,5837032,2
EDDF,5837033,2
EDDF,5837034,2
EDDF,5837035,2
EDDF,5837036,2
EDDF,5837037,2
EDDF,5837038,2
EDDF,5837039,2
EDDF,5837040,2
EDDF,5837041,2
EDDF,5837042,2
EDDF,5837043,2
EDDF,5837044,2
EDDF,5837045,2
EDDF,5837046,2
EDDF,5837047,2
EDDF,5837048,2
EDDF,5837049,2
EDDF,5837050,2
EDDF,5837051,2
EDDF,5837052,2
EDDF,5837053,2
EDDF,5837054,2
EDDF,5837055,2
EDDF,5837056,2
EDDF,5837057,2
EDDF,5837058,2
EDDF,5837059,2
EDDF,5837060,2
EDDF,5837061,2
EDDF,5837062,2
EDDF,5837063,2
EDDF,5837064,2
EDDF,5837065,2
EDDF,5837066,0
EDDF,5837067,0
EDDF,5837068,0
EDDF,5837069,0
EDDF,5837070,0
EDDF,5837071,0
EDDF,5837072,0
EDDF,5837073,0
EDDF,5837074,0
EDDF,5837075,0
EDDF,5837076,0
EDDF,5837077,0
EDDF,5837078,0
EDDF,5837079,0
EDDF,5837080,0
EDDF,5837081,0
EDDF,5837082,0
EDDF,5837083,0
EDDF,5837084,0
EDDF,5837085,0
EDDF,5837086,0
EDDF,5837087,0
EDDF,5837088,0
EDDF,5837089,0
EDDF,5837090,0
EDDF,5837091,0
EDDF,5837092,0
EDDF,5837093,0
EDDF,5837094,0
EDDF,5837095,0
EDDF,5837096,0
EDDF,5837097,0
EDDF,5837098,0
EDDF,5837099,0
EDDF,5837100,0
EDDF,5837101,0
EDDF,5837102,0
EDDF,5837103,0
EDDF,5837104,0
EDDF,5837105,0
EDDF,5837106,0
EDDF,5837107,0
EDDF,5837108,0
EDDF,5837109,0
EDDF,5837110,0
EDDF,5837111,0
EDDF,5837112,0
EDDF,5837113,0
EDDF,5837114,0
EDDF,5837115,0
EDDF,5837116,0
EDDF,5837117,0
EDDF,5837118,0
EDDF,5837119,0
EDDF,5837120,0
EDDF,5837121,0
EDDF,5837122,0
EDDF,5837123,0
EDDF,5837124,0
EDDF,5837125,0
EDDF,5837126,0
EDDF,5837127,0
EDDF,5837128,0
EDDF,5837129,0
EDDF,5837130,0
EDDF,5837131,0
EDDF,5837132,0
EDDF,5837133,0
EDDF,5837134,0
EDDF,5837135,0
EDDF,5837136,0
EDDF,5837137,0
EDDF,5837138,0
EDDF,5837139,0
EDDF,5837140,0
EDDF,5837141,0
EDDF,5837142,0
EDDF,5837143,0
EDDF,5837144,0
EDDF,5837145,0
EDDF,5837146,0
EDDF,5837147,0
EDDF,5837148,0
EDDF,5837149,0
EDDF,5837150,0
EDDF,5837151,0
EDDF,5837152,0
EDDF,5837153,3
EDDF,5837154,3
EDDF,5837155,3
EDDF,5837156,3
EDDF,5837157,3
EDDF,5837158,3
EDDF,5837159,3
EDDF,5837160,1
EDDF,5837161,1
EDDF,5837162,1
EDDF,5837163,1
EDDF,5837164,1
EDDF,5837165,1
EDDF,5837166,1
EDDF,5837167,1
EDDF,5837168,1
EDDF,5837169,1
EDDF,5837170,1
EDDF,5837171,1
EDDF,5837172,1
EDDF,5837173,1
EDDF,5837174,1
EDDF,5837175,1
EDDF,5837176,1
EDDF,5837177,1
EDDF,5837178,1
EDDF,5837179,1
EDDF,5837180,1
EDDF,5837181,1
EDDF,5837182,1
EDDF,5837183,1
EDDF,5837184,1
EDDF,5837185,1
EDDF,5837186,1
EDDF,5837187,1
EDDF,5837188,1
EDDF,5837189,1
EDDF,5837190,1
EDDF,5837191,1
EDDF,5837192,1
EDDF,5837193,1
EDDF,5837194,1
EDDF,5837195,1
EDDF,5837196,1
EDDF,5837197,1
EDDF,5837198,1
EDDF,5837199,1
EDDF,5837200,1
EDDF,5837201,1
EDDF,5837202,1
EDDF,5837203,1
EDDF,5837204,1
EDDF,5837205,1
EDDF,5837206,1
EDDF,5837207,1
EDDF,5837208,1
EDDF,5837209,1
EDDF,5837210,1
EDDF,5837211,1
EDDF,5837212,1
EDDF,5837213,1
EDDF,5837214,1
EDDF,5837215,1
EDDF,5837216,1
EDDF,5837217,1
EDDF,5837218,1
EDDF,5837219,1
EDDF,5837220,1
EDDF,5837221,3
EDDF,5837222,3
EDDF,5837223,3
EDDF,5837224,3
EDDF,5837225,3
EDDF,5837226,3
EDDF,5837227,3
EDDF,5837228,3
EDDF,5837229,3
EDDF,5837230,3
EDDF,5837231,3
EDDF,5837232,3
EDDF,5837233,3
EDDF,5837234,3
EDDF,5837235,3
EDDF,5837236,3
EDDF,5837237,3
EDDF,5837238,3
EDDF,5837239,3
EDDF,5837240,3
EDDF,5837241,3
EDDF,5837242,3
EDDF,5837243,3
EDDF,5837244,3
EDDF,5837245,3
EDDF,5837246,3
EDDF,5837247,2
EDDF,5837248,2
EDDF,5837249,2
EDDF,5837250,2
EDDF,5837251,2
EDDF,5837252,2
EDDF,5837253,2
EDDF,5837254,2
EDDF,5837255,2
EDDF,5837256,2
EDDF,5837257,2
EDDF,5837258,2
EDDF,5837259,2
EDDF,5837260,2
EDDF,5837261,2
EDDF,5837262,2
EDDF,5837263,2
EDDF,5837264,2
EDDF,5837265,2
EDDF,5837266,2
EDDF,5837267,2
EDDF,5837268,2
EDDF,5837269,2
EDDF,5837270,2
EDDF,5837271,2
EDDF,5837272,2
EDDF,5837273,2
EDDF,5837274,2
EDDF,5837275,2
EDDF,5837276,2
EDDF,5837277,2
EDDF,5837278,2
EDDF,5837279,2
EDDF,5837280,2
EDDF,5837281,2
EDDF,5837282,2
EDDF,5837283,2
EDDF,5837284,2
EDDF,5837285,2
EDDF,5837286,2
EDDF,5837287,2
EDDF,5837288,2
EDDF,5837289,2
EDDF,5837290,2
EDDF,5837291,2
EDDF,5837292,2
EDDF,5837293,2
EDDF,5837294,2
EDDF,5837295,2
EDDF,5837296,2
EDDF,5837297,2
EDDF,5837298,2
EDDF,5837299,2
EDDF,5837300,2
EDDF,5837301,2
EDDF,5837302,2
EDDF,5837303,2
EDDF,5837304,2
EDDF,5837305,2
EDDF,5837306,2
EDDF,5837307,2
EDDF,5837308,2
EDDF,5837309,2
EDDF,5837310,2
EDDF,5837311,2
EDDF,5837312,2
EDDF,5837313,2
EDDF,5837314,2
EDDF,5837315,2
EDDF,5837316,2
EDDF,5837317,2
EDDF,5837318,2
EDDF,5837319,2
EDDF,5837320,2
EDDF,5837321,2
EDDF,5837322,2
EDDF,5837323,2
EDDF,5837324,2
EDDF,5837325,2
EDDF,5837326,2
EDDF,5837327,2
EDDF,5837328,2
EDDF,5837329,2
EDDF,5837330,2
EDDF,5837331,2
EDDF,5837332,2
EDDF,5837333,2
EDDF,5837334,2
EDDF,5837335,2
EDDF,5837336,2
EDDF,5837337,2
EDDF,5837338,2
EDDF,5837339,2
EDDF,5837340,2
EDDF,5837341,2
EDDF,5837342,2
EDDF,5837343,2
EDDF,5837344,2
EDDF,5837345,2
EDDF,5837346,2
EDDF,5837347,2
EDDF,5837348,2
EDDF,5837349,2
EDDF,5837350,2
EDDF,5837351,2
EDDF,5837352,2
EDDF,5837353,2
EDDF,5837354,2
EDDF,5837355,2
EDDF,5837356,2
EDDF,5837357,2
EDDF,5837358,2
EDDF,5837359,0
EDDF,5837360,0
EDDF,5837361,0
EDDF,5837362,0
EDDF,5837363,0
EDDF,5837364,0
EDDF,5837365,0
EDDF,5837366,0
EDDF,5837367,0
EDDF,5837368,0
EDDF,5837369,0
EDDF,5837370,0
EDDF,5837371,0
EDDF,5837372,0
EDDF,5837373,0
EDDF,5837374,0
EDDF,5837375,0
EDDF,5837376,0
EDDF,5837377,0
EDDF,5837378,0
EDDF,5837379,0
EDDF,5837380,0
EDDF,5837381,0
EDDF,5837382,0
EDDF,5837383,0
EDDF,5837384,0
EDDF,5837385,0
EDDF,5837386,0
EDDF,5837387,0
EDDF,5837388,0
EDDF,5837389,0
EDDF,5837390,0
EDDF,5837391,0
EDDF,5837392,0
EDDF,5837393,0
EDDF,5837394,0
EDDF,5837395,0
EDDF,5837396,0
EDDF,5837397,0
EDDF,5837398,0
EDDF,5837399,0
EDDF,5837400,0
EDDF,5837401,0
EDDF,5837402,0
EDDF,5837403,0
EDDF,5837404,0
EDDF,5837405,0
EDDF,5837406,0
EDDF,5837407,0
EDDF,5837408,0
EDDF,5837409,0
EDDF,5837410,0
EDDF,5837411,0
EDDF,5837412,0
EDDF,5837413,0
EDDF,5837414,0
EDDF,5837415,0
EDDF,5837416,0
EDDF,5837417,0
EDDF,5837418,0
EDDF,5837419,0
EDDF,5837420,0
EDDF,5837421,0
EDDF,5837422,0
EDDF,5837423,0
EDDF,5837424,0
EDDF,5837425,0
EDDF,5837426,0
EDDF,5837427,0
EDDF,5837428,0
EDDF,5837429,0
EDDF,5837430,0
EDDF,5837431,0
EDDF,5837432,0
EDDF,5837433,0
EDDF,5837434,0
EDDF,5837435,0
EDDF,5837436,0
EDDF,5837437,0
EDDF,5837438,0
EDDF,5837439,0
EDDF,5837440,0
EDDF,5837441,3
EDDF,5837442,3
EDDF,5837443,3
EDDF,5837444,3
EDDF,5837445,3
EDDF,5837446,1
EDDF,5837447,1
EDDF,5837448,1
EDDF,5837449,1
EDDF,5837450,1
EDDF,5837451,1
EDDF,5837452,1
EDDF,5837453,1
EDDF,5837454,1
EDDF,5837455,1
EDDF,5837456,1
EDDF,5837457,1
EDDF,5837458,1
EDDF,5837459,1
EDDF,5837460,1
EDDF,5837461,1
EDDF,5837462,1
EDDF,5837463,1
EDDF,5837464,1
EDDF,5837465,1
EDDF,5837466,1
EDDF,5837467,1
EDDF,5837468,1
EDDF,5837469,1
EDDF,5837470,1
EDDF,5837471,1
EDDF,5837472,1
EDDF,5837473,1
EDDF,5837474,1
EDDF,5837475,1
EDDF,5837476,1
EDDF,5837477,1
EDDF,5837478,1
EDDF,5837479,1
EDDF,5837480,1
EDDF,5837481,1
EDDF,5837482,1
EDDF,5837483,1
EDDF,5837484,1
EDDF,5837485,1
EDDF,5837486,1
EDDF,5837487,1
EDDF,5837488,1
EDDF,5837489,1
EDDF,5837490,1
EDDF,5837491,1
EDDF,5837492,1
EDDF,5837493,1
EDDF,5837494,1
EDDF,5837495,1
EDDF,5837496,1
EDDF,5837497,1
EDDF,5837498,1
EDDF,5837499,1
EDDF,5837500,1
EDDF,5837501,1
EDDF,5837502,1
EDDF,5837503,1
EDDF,5837504,1
EDDF,5837505,1
EDDF,5837506,1
EDDF,5837507,1
EDDF,5837508,1
EDDF,5837509,3
EDDF,5837510,3
EDDF,5837511,3
EDDF,5837512,3
EDDF,5837513,3
EDDF,5837514,3
EDDF,5837515,3
EDDF,5837516,3
EDDF,5837517,3
EDDF,5837518,3
EDDF,5837519,3
EDDF,5837520,3
EDDF,5837521,3
EDDF,5837522,3
EDDF,5837523,3
EDDF,5837524,3
EDDF,5837525,3
EDDF,5837526,3
EDDF,5837527,3
EDDF,5837528,3
EDDF,5837529,3
EDDF,5837530,3
EDDF,5837531,3
EDDF,5837532,3
EDDF,5837533,3
EDDF,5837534,3
EDDF,5837535,2
EDDF,5837536,2
EDDF,5837537,2
EDDF,5837538,2
EDDF,5837539,2
EDDF,5837540,2
EDDF,5837541,2
EDDF,5837542,2
EDDF,5837543,2
EDDF,5837544,2
EDDF,5837545,2
EDDF,5837546,2
EDDF,5837547,2
EDDF,5837548,2
EDDF,5837549,2
EDDF,5837550,2
EDDF,5837551,2
EDDF,5837552,2
EDDF,5837553,2
EDDF,5837554,2
EDDF,5837555,2
EDDF,5837556,2
EDDF,5837557,2
EDDF,5837558,2
EDDF,5837559,2
EDDF,5837560,2
EDDF,5837561,2
EDDF,5837562,2
EDDF,5837563,2
EDDF,5837564,2
EDDF,5837565,2
EDDF,5837566,2
EDDF,5837567,2
EDDF,5837568,2
EDDF,5837569,2
EDDF,5837570,2
